GEOID,median_household_income,share_bach_plus,share_mgmt_prof,vot_personal
36081152902,129235.0,0.4436980166346769,0.28774792066538707,27.906773661939816
36081155101,91719.0,0.7047835990888383,0.14259681093394078,23.509815017795834
36081155103,113622.0,0.41112899517130375,0.2904115888710048,26.166809414826904
36081155104,90192.0,0.3830113462128181,0.19319227230910763,23.313289956519338
36081156700,60625.0,0.14508060033351863,0.1473040578098944,19.11372935684126
36081157101,90857.0,0.36122648424138776,0.25262643537747376,23.399078416385255
36081157102,114844.0,0.21845386533665836,0.29625935162094763,26.307144585961485
36081157901,114219.0,0.3755948981534361,0.22901199314677329,26.23546301610668
36081157902,109875.0,0.2750370004933399,0.19067587567834238,25.73173087424267
36081157903,121000.0,0.3240790176187934,0.24853176721836626,27.003014002408666
36081161700,115125.0,0.27246134559130797,0.2946092770580861,26.33930904941842
36081162100,131094.0,0.29056779398076327,0.3149239838659634,28.106771564756308
36085000300,76563.0,0.44884169884169883,0.33542471042471045,21.47974036677291
36085000600,34421.0,0.2978486646884273,0.1661721068249258,14.402281597667713
36085000700,61533.0,0.2662175168431184,0.14148219441770934,19.25633360053155
36085000800,102717.0,0.19947025264873675,0.2997147514262429,24.879446818694674
36085000900,64233.0,0.27080394922425954,0.2637517630465444,19.674271468971423
